PE_chromosome	PE_start	PE_end	PE_identifier	Cassette_Yan_2015_Class	gene_symbol	alt_gene_list	element_chromosome	element_start	element_end	element_identifier	MIM_number	MIM_phenotypes	SFARI_genetic_category	SFARI_gene_score	SFARI_syndromic	PE_HGVS	element_HGVS
chr20	63942470	63942489	PE_1_of_1_in_NM_017859.4_intron_6_0_chr20_63941209_r	NMD_in	UCKL1	UCKL1, UCK1L, URKL1	chr20	63941208	63943652	NM_017859.4_intron_6_0_chr20_63941209_r	610866	NA	NA	NA	NA	NC_000020.11:g.63942471_63942489	NC_000020.11:g.63941209_63943652
chr20	64095525	64095557	PE_1_of_1_in_NM_182647.4_intron_2_0_chr20_64092954_f	NMD_in	OPRL1	OPRL1, NOP	chr20	64092953	64097801	NM_182647.4_intron_2_0_chr20_64092954_f	602548	NA	NA	NA	NA	NC_000020.11:g.64095526_64095557	NC_000020.11:g.64092954_64097801
chr21	17525787	17525946	PE_1_of_1_in_NM_001338.5_intron_0_0_chr21_17513173_f	NMD_in	CXADR	CXADR, CAR	chr21	17513172	17547026	NM_001338.5_intron_0_0_chr21_17513173_f	602621	NA	NA	NA	NA	NC_000021.9:g.17525788_17525946	NC_000021.9:g.17513173_17547026
chr21	17607231	17607366	PE_1_of_1_in_NM_006806.5_intron_2_0_chr21_17604998_r	NMD_in	BTG3	BTG3, ANA, TOB5	chr21	17604997	17608971	NM_006806.5_intron_2_0_chr21_17604998_r	605674	NA	NA	NA	NA	NC_000021.9:g.17607232_17607366	NC_000021.9:g.17604998_17608971
chr21	29155385	29155614	PE_1_of_1_in_NM_001286620.2_intron_2_0_chr21_29149251_f	NMD_in	MAP3K7CL	TAK1L, C21orf7	chr21	29149250	29159940	NM_001286620.2_intron_2_0_chr21_29149251_f	611110	NA	NA	NA	NA	NC_000021.9:g.29155386_29155614	NC_000021.9:g.29149251_29159940
chr21	32677529	32677551	PE_1_of_1_in_NM_203446.3_intron_20_0_chr21_32676356_r	NMD_in	SYNJ1	SYNJ1, PARK20, DEE53	chr21	32676355	32678644	NM_203446.3_intron_20_0_chr21_32676356_r	604297	Parkinson disease 20, early-onset, 615530 (3), Autosomal recessive; Developmental and epileptic encephalopathy 53, 617389 (3), Autosomal recessive	Rare Single Gene Mutation	2	0	NC_000021.9:g.32677530_32677551	NC_000021.9:g.32676356_32678644
chr21	33559895	33560070	PE_1_of_1_in_NM_138927.4_intron_5_0_chr21_33559776_f	NMD_in	SON	SON, TOKIMS	chr21	33559775	33567156	NM_138927.4_intron_5_0_chr21_33559776_f	182465	ZTTK syndrome, 617140 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Functional	1	0	NC_000021.9:g.33559896_33560070	NC_000021.9:g.33559776_33567156
chr21	33572551	33572630	PE_1_of_1_in_NM_138927.4_intron_7_0_chr21_33569088_f	NMD_in	SON	SON, TOKIMS	chr21	33569087	33573307	NM_138927.4_intron_7_0_chr21_33569088_f	182465	ZTTK syndrome, 617140 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Functional	1	0	NC_000021.9:g.33572552_33572630	NC_000021.9:g.33569088_33573307
chr21	36056886	36056982	PE_1_of_1_in_NM_017438.5_intron_8_0_chr21_36053621_r	NMD_in	SETD4	NA	chr21	36053620	36057108	NM_017438.5_intron_8_0_chr21_36053621_r	NA	NA	NA	NA	NA	NC_000021.9:g.36056887_36056982	NC_000021.9:g.36053621_36057108
chr21	41241191	41241339	PE_1_of_1_in_NM_012105.5_intron_2_0_chr21_41237730_f	NMD_in	BACE2	BACE2, ALP56, DRAP	chr21	41237729	41241818	NM_012105.5_intron_2_0_chr21_41237730_f	605668	NA	NA	NA	NA	NC_000021.9:g.41241192_41241339	NC_000021.9:g.41237730_41241818
chr21	43101366	43101432	PE_1_of_1_in_NM_006758.3_intron_5_0_chr21_43100520_r	NMD_in	U2AF1	U2AF1	chr21	43100519	43104314	NM_006758.3_intron_5_0_chr21_43100520_r	191317	NA	NA	NA	NA	NC_000021.9:g.43101367_43101432	NC_000021.9:g.43100520_43104314
chr21	46206312	46206384	PE_1_of_1_in_NM_002340.6_intron_5_0_chr21_46205942_r	NMD_in	LSS	LSS, OSC, CTRCT44, HYPT14, APMR4	chr21	46205941	46206671	NM_002340.6_intron_5_0_chr21_46205942_r	600909	Hypotrichosis 14, 618275 (3), Autosomal recessive; Cataract 44, 616509 (3), Autosomal recessive; Alopecia-intellectual disability syndrome 4, 618840 (3), Autosomal recessive	NA	NA	NA	NC_000021.9:g.46206313_46206384	NC_000021.9:g.46205942_46206671
chr21	46637284	46637380	PE_1_of_1_in_NM_206962.4_intron_2_0_chr21_46636991_f	NMD_in	PRMT2	HRMT1L1, PRMT2	chr21	46636990	46643534	NM_206962.4_intron_2_0_chr21_46636991_f	601961	NA	NA	NA	NA	NC_000021.9:g.46637285_46637380	NC_000021.9:g.46636991_46643534
chr22	19408273	19408406	PE_1_of_1_in_NM_003325.4_intron_21_0_chr22_19407275_r	NMD_in	HIRA	HIRA, TUPLE1	chr22	19407274	19408482	NM_003325.4_intron_21_0_chr22_19407275_r	600237	NA	NA	NA	NA	NC_000022.11:g.19408274_19408406	NC_000022.11:g.19407275_19408482
chr22	20125729	20125949	PE_1_of_1_in_NM_001278639.2_intron_3_0_chr22_20125437_f	NMD_in	RANBP1	RANBP1, HTF9A	chr22	20125436	20126302	NM_001278639.2_intron_3_0_chr22_20125437_f	601180	NA	NA	NA	NA	NC_000022.11:g.20125730_20125949	NC_000022.11:g.20125437_20126302
chr22	20433558	20433633	PE_1_of_1_in_NM_182895.5_intron_9_0_chr22_20431989_r	NMD_in	SCARF2	SCARF2, SREC2, VDEGS	chr22	20431988	20437581	NM_182895.5_intron_9_0_chr22_20431989_r	613619	Van den Ende-Gupta syndrome, 600920 (3), Autosomal recessive	NA	NA	NA	NC_000022.11:g.20433559_20433633	NC_000022.11:g.20431989_20437581
chr22	20970925	20971005	PE_1_of_1_in_NM_001386814.1_intron_1_0_chr22_20967976_f	NMD_in	AIFM3	AIFM3, AIFL	chr22	20967975	20973306	NM_001386814.1_intron_1_0_chr22_20967976_f	617298	NA	NA	NA	NA	NC_000022.11:g.20970926_20971005	NC_000022.11:g.20967976_20973306
chr22	23285712	23285755	PE_1_of_1_in_NM_004327.4_intron_9_0_chr22_23285202_f	NMD_in	BCR	BCR, CML, PHL, ALL	chr22	23285201	23287158	NM_004327.4_intron_9_0_chr22_23285202_f	151410	Leukemia, chronic myeloid, Philadelphia chromosome positive, somatic, 608232 (4); Leukemia, acute lymphocytic, Philadelphia chromosome positive, somatic, 613065 (4)	NA	NA	NA	NC_000022.11:g.23285713_23285755	NC_000022.11:g.23285202_23287158
chr22	24113302	24113382	PE_1_of_1_in_NM_012295.4_intron_25_0_chr22_24098193_f	NMD_in	CABIN1	CABIN1, CAIN	chr22	24098192	24113565	NM_012295.4_intron_25_0_chr22_24098193_f	604251	NA	NA	NA	NA	NC_000022.11:g.24113303_24113382	NC_000022.11:g.24098193_24113565
chr22	28712169	28712293	PE_1_of_1_in_NM_007194.4_intron_9_0_chr22_28712018_r	NMD_in	CHEK2	CHEK2, RAD53, CHK2, CDS1, LFS2	chr22	28712017	28719394	NM_007194.4_intron_9_0_chr22_28712018_r	604373	{Colorectal cancer, susceptibility to}, 114500 (3), Somatic mutation, Autosomal dominant; Osteosarcoma, somatic, 259500 (3); {Breast cancer, susceptibility to}, 114480 (3), Somatic mutation, Autosomal dominant; {Prostate cancer, familial, susceptibility to}, 176807 (3), Somatic mutation, Autosomal dominant; Li-Fraumeni syndrome 2, 609265 (3)	NA	NA	NA	NC_000022.11:g.28712170_28712293	NC_000022.11:g.28712018_28719394
chr22	29003973	29004031	PE_1_of_1_in_NM_001206998.2_intron_1_0_chr22_28987202_f	NMD_in	ZNRF3	ZNRF3, KIAA1133	chr22	28987201	29042494	NM_001206998.2_intron_1_0_chr22_28987202_f	612062	NA	NA	NA	NA	NC_000022.11:g.29003974_29004031	NC_000022.11:g.28987202_29042494
chr22	29654141	29654279	PE_1_of_1_in_NM_000268.4_intron_3_0_chr22_29642286_f	NMD_in	NF2	NF2	chr22	29642285	29654656	NM_000268.4_intron_3_0_chr22_29642286_f	607379	Neurofibromatosis, type 2, 101000 (3), Autosomal dominant; Meningioma, NF2-related, somatic, 607174 (3); Schwannomatosis, somatic, 162091 (3)	NA	NA	NA	NC_000022.11:g.29654142_29654279	NC_000022.11:g.29642286_29654656
chr22	31271935	31272443	PE_1_of_1_in_NM_005569.4_intron_11_0_chr22_31271202_f	NMD_in	LIMK2	LIMK2	chr22	31271201	31272529	NM_005569.4_intron_11_0_chr22_31271202_f	601988	NA	NA	NA	NA	NC_000022.11:g.31271936_31272443	NC_000022.11:g.31271202_31272529
chr22	31623684	31623849	PE_1_of_2_in_NM_001326411.2_intron_4_0_chr22_31621886_r	NMD_in	PISD	PISD, PSD, PSSC, LIBF	chr22	31621885	31648100	NM_001326411.2_intron_4_0_chr22_31621886_r	612770	Liberfarb syndrome, 618889 (3), Autosomal recessive	NA	NA	NA	NC_000022.11:g.31623685_31623849	NC_000022.11:g.31621886_31648100
chr22	31625763	31626016	PE_2_of_2_in_NM_001326411.2_intron_4_0_chr22_31621886_r	NMD_in	PISD	PISD, PSD, PSSC, LIBF	chr22	31621885	31648100	NM_001326411.2_intron_4_0_chr22_31621886_r	612770	Liberfarb syndrome, 618889 (3), Autosomal recessive	NA	NA	NA	NC_000022.11:g.31625764_31626016	NC_000022.11:g.31621886_31648100
chr22	31945371	31945564	PE_1_of_1_in_NM_003405.4_intron_0_0_chr22_31944821_f	NMD_in	YWHAH	YWHAH, YWHA1	chr22	31944820	31956138	NM_003405.4_intron_0_0_chr22_31944821_f	113508	NA	NA	NA	NA	NC_000022.11:g.31945372_31945564	NC_000022.11:g.31944821_31956138
chr22	33703779	33703910	PE_1_of_1_in_NM_133642.5_intron_12_0_chr22_33650669_r	NMD_in	LARGE1	LARGE, KIAA0609, MDC1D, MDDGA6, MDDGB6	chr22	33650668	33761370	NM_133642.5_intron_12_0_chr22_33650669_r	603590	Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 6, 608840 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 6, 613154 (3), Autosomal recessive	NA	NA	NA	NC_000022.11:g.33703780_33703910	NC_000022.11:g.33650669_33761370
chr22	35262776	35262880	PE_1_of_1_in_NM_001003681.3_intron_1_0_chr22_35262422_f	NMD_in	HMGXB4	HMGXB4, HMG2L1	chr22	35262421	35263077	NM_001003681.3_intron_1_0_chr22_35262422_f	604702	NA	NA	NA	NA	NC_000022.11:g.35262777_35262880	NC_000022.11:g.35262422_35263077
chr22	35263982	35264096	PE_1_of_1_in_NM_001003681.3_intron_3_0_chr22_35263875_f	NMD_in	HMGXB4	HMGXB4, HMG2L1	chr22	35263874	35264647	NM_001003681.3_intron_3_0_chr22_35263875_f	604702	NA	NA	NA	NA	NC_000022.11:g.35263983_35264096	NC_000022.11:g.35263875_35264647
chr22	35767368	35767441	PE_1_of_1_in_NM_001349999.2_intron_7_0_chr22_35765484_r	NMD_in	RBFOX2	RBFOX2, RBM9, FOX2, RTA	chr22	35765483	35768256	NM_001349999.2_intron_7_0_chr22_35765484_r	612149	NA	NA	NA	NA	NC_000022.11:g.35767369_35767441	NC_000022.11:g.35765484_35768256
chr22	35772931	35772971	PE_1_of_2_in_NM_001349999.2_intron_8_0_chr22_35768350_r	NMD_in	RBFOX2	RBFOX2, RBM9, FOX2, RTA	chr22	35768349	35778024	NM_001349999.2_intron_8_0_chr22_35768350_r	612149	NA	NA	NA	NA	NC_000022.11:g.35772932_35772971	NC_000022.11:g.35768350_35778024
chr22	35776324	35776387	PE_2_of_2_in_NM_001349999.2_intron_8_0_chr22_35768350_r	NMD_in	RBFOX2	RBFOX2, RBM9, FOX2, RTA	chr22	35768349	35778024	NM_001349999.2_intron_8_0_chr22_35768350_r	612149	NA	NA	NA	NA	NC_000022.11:g.35776325_35776387	NC_000022.11:g.35768350_35778024
chr22	35894813	35894870	PE_1_of_2_in_NM_001349999.2_intron_11_0_chr22_35810005_r	NMD_in	RBFOX2	RBFOX2, RBM9, FOX2, RTA	chr22	35810004	35938846	NM_001349999.2_intron_11_0_chr22_35810005_r	612149	NA	NA	NA	NA	NC_000022.11:g.35894814_35894870	NC_000022.11:g.35810005_35938846
chr22	35918111	35918237	PE_2_of_2_in_NM_001349999.2_intron_11_0_chr22_35810005_r	NMD_in	RBFOX2	RBFOX2, RBM9, FOX2, RTA	chr22	35810004	35938846	NM_001349999.2_intron_11_0_chr22_35810005_r	612149	NA	NA	NA	NA	NC_000022.11:g.35918112_35918237	NC_000022.11:g.35810005_35938846
chr22	35975319	35975387	PE_1_of_1_in_NM_001349999.2_intron_12_0_chr22_35938898_r	NMD_in	RBFOX2	RBFOX2, RBM9, FOX2, RTA	chr22	35938897	36028239	NM_001349999.2_intron_12_0_chr22_35938898_r	612149	NA	NA	NA	NA	NC_000022.11:g.35975320_35975387	NC_000022.11:g.35938898_36028239
chr22	36326024	36326289	PE_1_of_1_in_NM_002473.6_intron_35_0_chr22_36322522_r	NMD_in	MYH9	MYH9, MHA, FTNS, DFNA17, BDPLT6, MATINS	chr22	36322521	36326567	NM_002473.6_intron_35_0_chr22_36322522_r	160775	Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss, 155100 (3), Autosomal dominant; Deafness, autosomal dominant 17, 603622 (3), Autosomal dominant	Rare Single Gene Mutation	2	0	NC_000022.11:g.36326025_36326289	NC_000022.11:g.36322522_36326567
chr22	36470062	36470212	PE_1_of_1_in_NM_012473.4_intron_0_0_chr22_36467918_r	NMD_in	TXN2	TXN2, TRX2, MTRX, COXPD29	chr22	36467917	36476732	NM_012473.4_intron_0_0_chr22_36467918_r	609063	?Combined oxidative phosphorylation deficiency 29, 616811 (3), Autosomal recessive	NA	NA	NA	NC_000022.11:g.36470063_36470212	NC_000022.11:g.36467918_36476732
chr22	37507485	37507612	PE_1_of_1_in_NM_014550.4_intron_13_0_chr22_37506384_r	NMD_in	CARD10	CARD10, CARMA3, BIMP1, IMD89	chr22	37506383	37507828	NM_014550.4_intron_13_0_chr22_37506384_r	607209	?Immunodeficiency 89 and autoimmunity, 619632 (3), Autosomal recessive	NA	NA	NA	NC_000022.11:g.37507486_37507612	NC_000022.11:g.37506384_37507828
chr22	38127407	38127458	PE_1_of_1_in_NM_003560.4_intron_7_0_chr22_38126450_r	NMD_in	PLA2G6	PLA2G6, IPLA2, INAD1, NBIA2B, NBIA2A, PARK14	chr22	38126449	38128268	NM_003560.4_intron_7_0_chr22_38126450_r	603604	Parkinson disease 14, autosomal recessive, 612953 (3), Autosomal recessive; Neurodegeneration with brain iron accumulation 2B, 610217 (3), Autosomal recessive; Infantile neuroaxonal dystrophy 1, 256600 (3), Autosomal recessive	NA	NA	NA	NC_000022.11:g.38127408_38127458	NC_000022.11:g.38126450_38128268
chr22	38489223	38489458	PE_1_of_1_in_NM_006386.5_intron_1_0_chr22_38488116_r	NMD_in	DDX17	DDX17, RH70, P72	chr22	38488115	38492055	NM_006386.5_intron_1_0_chr22_38488116_r	608469	NA	NA	NA	NA	NC_000022.11:g.38489224_38489458	NC_000022.11:g.38488116_38492055
chr22	38709497	38709555	PE_1_of_1_in_NM_004286.5_intron_1_0_chr22_38708957_f	NMD_in	GTPBP1	GTPBP1, GP1	chr22	38708956	38715906	NM_004286.5_intron_1_0_chr22_38708957_f	602245	NA	NA	NA	NA	NC_000022.11:g.38709498_38709555	NC_000022.11:g.38708957_38715906
chr22	39242993	39243067	PE_1_of_1_in_NM_002608.4_intron_5_0_chr22_39235875_r	NMD_in	PDGFB	PDGFB, SIS, IBGC5	chr22	39235874	39243900	NM_002608.4_intron_5_0_chr22_39235875_r	190040	Meningioma, SIS-related, 607174 (3), Autosomal dominant; Basal ganglia calcification, idiopathic, 5, 615483 (3), Autosomal dominant; Dermatofibrosarcoma protuberans, 607907 (3)	NA	NA	NA	NC_000022.11:g.39242994_39243067	NC_000022.11:g.39235875_39243900
chr22	40817991	40818066	PE_1_of_1_in_NM_006358.4_intron_7_0_chr22_40799084_r	NMD_in	SLC25A17	SLC25A17, PMP34	chr22	40799083	40819194	NM_006358.4_intron_7_0_chr22_40799084_r	606795	NA	NA	NA	NA	NC_000022.11:g.40817992_40818066	NC_000022.11:g.40799084_40819194
chr22	40870048	40870139	PE_1_of_1_in_NM_022098.4_intron_1_0_chr22_40869116_f	NMD_in	XPNPEP3	XPNPEP3, APP3, NPHPL1	chr22	40869115	40881769	NM_022098.4_intron_1_0_chr22_40869116_f	613553	Nephronophthisis-like nephropathy 1, 613159 (3), Autosomal recessive	NA	NA	NA	NC_000022.11:g.40870049_40870139	NC_000022.11:g.40869116_40881769
chr22	41608479	41608528	PE_1_of_1_in_NM_015704.3_intron_4_0_chr22_41607862_r	NMD_in	DESI1	DESI1, PPPDE2	chr22	41607861	41620751	NM_015704.3_intron_4_0_chr22_41607862_r	614637	NA	NA	NA	NA	NC_000022.11:g.41608480_41608528	NC_000022.11:g.41607862_41620751
chr22	44081487	44081707	PE_1_of_1_in_NM_013327.5_intron_0_0_chr22_44024452_f	NMD_in	PARVB	PARVB	chr22	44024451	44093927	NM_013327.5_intron_0_0_chr22_44024452_f	608121	NA	NA	NA	NA	NC_000022.11:g.44081488_44081707	NC_000022.11:g.44024452_44093927
chr22	45562912	45563116	PE_1_of_1_in_NM_006486.3_intron_13_0_chr22_45550616_f	NMD_in	FBLN1	FBLN1	chr22	45550615	45574510	NM_006486.3_intron_13_0_chr22_45550616_f	135820	Synpolydactyly, 3/3'4, associated with metacarpal and metatarsal synostoses, 608180 (4), Autosomal dominant	NA	NA	NA	NC_000022.11:g.45562913_45563116	NC_000022.11:g.45550616_45574510
chr22	47170182	47170280	PE_1_of_1_in_NM_014346.5_intron_11_0_chr22_47111604_f	NMD_in	TBC1D22A	TBC1D22A, C22orf4	chr22	47111603	47173497	NM_014346.5_intron_11_0_chr22_47111604_f	616879	NA	NA	NA	NA	NC_000022.11:g.47170183_47170280	NC_000022.11:g.47111604_47173497
chr22	50246495	50246552	PE_1_of_1_in_NM_032019.6_intron_3_0_chr22_50246377_r	NMD_in	HDAC10	HDAC10	chr22	50246376	50246678	NM_032019.6_intron_3_0_chr22_50246377_r	608544	NA	NA	NA	NA	NC_000022.11:g.50246496_50246552	NC_000022.11:g.50246377_50246678
chr22	50316817	50316864	PE_1_of_1_in_NM_001001794.4_intron_14_0_chr22_50316476_r	NMD_in	DENND6B	NA	chr22	50316475	50317292	NM_001001794.4_intron_14_0_chr22_50316476_r	NA	NA	NA	NA	NA	NC_000022.11:g.50316818_50316864	NC_000022.11:g.50316476_50317292
chr22	50697999	50698081	PE_1_of_1_in_NM_001372044.2_intron_13_0_chr22_50697716_f	NMD_in	SHANK3	SHANK3, PSAP2, PROSAP2, KIAA1650, DEL22q13.3, SCZD15	chr22	50697715	50698689	NM_001372044.2_intron_13_0_chr22_50697716_f	606230	Phelan-McDermid syndrome, 606232 (3), Autosomal dominant; {Schizophrenia 15}, 613950 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	1	0	NC_000022.11:g.50698000_50698081	NC_000022.11:g.50697716_50698689
chr3	3158393	3158516	PE_1_of_1_in_NM_016302.4_intron_5_0_chr3_3156282_r	NMD_in	CRBN	CRBN, MRT2	chr3	3156281	3167633	NM_016302.4_intron_5_0_chr3_3156282_r	609262	Intellectual developmental disorder, autosomal recessive 2, 607417 (3), Autosomal recessive	NA	NA	NA	NC_000003.12:g.3158394_3158516	NC_000003.12:g.3156282_3167633
chr3	4310897	4311060	PE_1_of_1_in_NM_006515.4_intron_0_0_chr3_4303527_f	NMD_in	SETMAR	SETMAR, METNASE	chr3	4303526	4312897	NM_006515.4_intron_0_0_chr3_4303527_f	609834	NA	NA	NA	NA	NC_000003.12:g.4310898_4311060	NC_000003.12:g.4303527_4312897
chr3	4709692	4709729	PE_1_of_1_in_NM_001378452.1_intron_36_0_chr3_4706352_f	NMD_in	ITPR1	ITPR1, SCA15, SCA16, SCA29	chr3	4706351	4710324	NM_001378452.1_intron_36_0_chr3_4706352_f	147265	Gillespie syndrome, 206700 (3), Autosomal recessive, Autosomal dominant; Spinocerebellar ataxia 29, congenital nonprogressive, 117360 (3), Autosomal dominant; Spinocerebellar ataxia 15, 606658 (3), Autosomal dominant	Rare Single Gene Mutation	2	0	NC_000003.12:g.4709693_4709729	NC_000003.12:g.4706352_4710324
chr3	4719080	4719147	PE_1_of_1_in_NM_001378452.1_intron_39_0_chr3_4717400_f	NMD_in	ITPR1	ITPR1, SCA15, SCA16, SCA29	chr3	4717399	4725545	NM_001378452.1_intron_39_0_chr3_4717400_f	147265	Gillespie syndrome, 206700 (3), Autosomal recessive, Autosomal dominant; Spinocerebellar ataxia 29, congenital nonprogressive, 117360 (3), Autosomal dominant; Spinocerebellar ataxia 15, 606658 (3), Autosomal dominant	Rare Single Gene Mutation	2	0	NC_000003.12:g.4719081_4719147	NC_000003.12:g.4717400_4725545
chr3	4727451	4727736	PE_1_of_1_in_NM_001378452.1_intron_41_0_chr3_4727174_f	NMD_in	ITPR1	ITPR1, SCA15, SCA16, SCA29	chr3	4727173	4733087	NM_001378452.1_intron_41_0_chr3_4727174_f	147265	Gillespie syndrome, 206700 (3), Autosomal recessive, Autosomal dominant; Spinocerebellar ataxia 29, congenital nonprogressive, 117360 (3), Autosomal dominant; Spinocerebellar ataxia 15, 606658 (3), Autosomal dominant	Rare Single Gene Mutation	2	0	NC_000003.12:g.4727452_4727736	NC_000003.12:g.4727174_4733087
chr3	7610730	7610775	PE_1_of_1_in_NM_000844.4_intron_7_0_chr3_7579358_f	NMD_in	GRM7	GRM7, MGLUR7, NEDSHBA	chr3	7579357	7680048	NM_000844.4_intron_7_0_chr3_7579358_f	604101	Neurodevelopmental disorder with seizures, hypotonia, and brain abnormalities, 618922 (3), Autosomal recessive	Rare Single Gene Mutation, Genetic Association, Functional	2	0	NC_000003.12:g.7610731_7610775	NC_000003.12:g.7579358_7680048
chr3	9028100	9028130	PE_1_of_1_in_NM_014850.4_intron_9_0_chr3_9026996_r	NMD_in	SRGAP3	SRGAP3, KIAA0411, MEGAP	chr3	9026995	9032649	NM_014850.4_intron_9_0_chr3_9026996_r	606525	NA	Rare Single Gene Mutation	2	0	NC_000003.12:g.9028101_9028130	NC_000003.12:g.9026996_9032649
chr3	9429827	9430051	PE_1_of_1_in_NM_001080517.3_intron_2_0_chr3_9429010_f	NMD_in	SETD5	SETD5, KIAA1757, MRD23	chr3	9429009	9433844	NM_001080517.3_intron_2_0_chr3_9429010_f	615743	Intellectual developmental disorder, autosomal dominant 23, 615761 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0	NC_000003.12:g.9429828_9430051	NC_000003.12:g.9429010_9433844
chr3	9434590	9434630	PE_1_of_1_in_NM_001080517.3_intron_4_0_chr3_9434486_f	NMD_in	SETD5	SETD5, KIAA1757, MRD23	chr3	9434485	9434823	NM_001080517.3_intron_4_0_chr3_9434486_f	615743	Intellectual developmental disorder, autosomal dominant 23, 615761 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0	NC_000003.12:g.9434591_9434630	NC_000003.12:g.9434486_9434823
chr3	9452331	9452444	PE_1_of_1_in_NM_001080517.3_intron_15_0_chr3_9448631_f	NMD_in	SETD5	SETD5, KIAA1757, MRD23	chr3	9448630	9453738	NM_001080517.3_intron_15_0_chr3_9448631_f	615743	Intellectual developmental disorder, autosomal dominant 23, 615761 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0	NC_000003.12:g.9452332_9452444	NC_000003.12:g.9448631_9453738
chr3	9454005	9454101	PE_1_of_1_in_NM_001080517.3_intron_16_0_chr3_9453869_f	NMD_in	SETD5	SETD5, KIAA1757, MRD23	chr3	9453868	9464424	NM_001080517.3_intron_16_0_chr3_9453869_f	615743	Intellectual developmental disorder, autosomal dominant 23, 615761 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0	NC_000003.12:g.9454006_9454101	NC_000003.12:g.9453869_9464424
chr3	9468519	9468615	PE_1_of_1_in_NM_001080517.3_intron_17_0_chr3_9464673_f	NMD_in	SETD5	SETD5, KIAA1757, MRD23	chr3	9464672	9470458	NM_001080517.3_intron_17_0_chr3_9464673_f	615743	Intellectual developmental disorder, autosomal dominant 23, 615761 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0	NC_000003.12:g.9468520_9468615	NC_000003.12:g.9464673_9470458
chr3	9550568	9550656	PE_1_of_2_in_NM_198560.3_intron_1_0_chr3_9506204_r	NMD_in	LHFPL4	LHFPL4	chr3	9506203	9552273	NM_198560.3_intron_1_0_chr3_9506204_r	610240	NA	NA	NA	NA	NC_000003.12:g.9550569_9550656	NC_000003.12:g.9506204_9552273
chr3	9551645	9551818	PE_2_of_2_in_NM_198560.3_intron_1_0_chr3_9506204_r	NMD_in	LHFPL4	LHFPL4	chr3	9506203	9552273	NM_198560.3_intron_1_0_chr3_9506204_r	610240	NA	NA	NA	NA	NC_000003.12:g.9551646_9551818	NC_000003.12:g.9506204_9552273
chr3	9672011	9672144	PE_1_of_1_in_NM_001077525.3_intron_5_0_chr3_9671171_f	NMD_in	MTMR14	MTMR14, C3orf29, HJUMPY	chr3	9671170	9672684	NM_001077525.3_intron_5_0_chr3_9671171_f	611089	{Centronuclear myopathy, autosomal, modifier of}, 160150 (3), Autosomal dominant	NA	NA	NA	NC_000003.12:g.9672012_9672144	NC_000003.12:g.9671171_9672684
chr3	9797360	9797564	PE_1_of_1_in_NM_005718.5_intron_0_0_chr3_9793125_f	NMD_in	ARPC4	ARPC4, ARC20	chr3	9793124	9797658	NM_005718.5_intron_0_0_chr3_9793125_f	604226	NA	NA	NA	NA	NC_000003.12:g.9797361_9797564	NC_000003.12:g.9793125_9797658
chr3	10278664	10278760	PE_1_of_1_in_NM_014760.4_intron_5_0_chr3_10278463_f	NMD_in	TATDN2	TATDN2, KIAA0218	chr3	10278462	10278884	NM_014760.4_intron_5_0_chr3_10278463_f	619330	NA	NA	NA	NA	NC_000003.12:g.10278665_10278760	NC_000003.12:g.10278463_10278884
chr3	10363425	10363581	PE_1_of_1_in_NM_001001331.4_intron_10_0_chr3_10360124_r	NMD_in	ATP2B2	ATP2B2, PMCA2, DFNA82	chr3	10360123	10371808	NM_001001331.4_intron_10_0_chr3_10360124_r	108733	Deafness, autosomal dominant 82, 619804 (3), Autosomal dominant; {Deafness, autosomal recessive 12, modifier of}, 601386 (3), Autosomal recessive	Rare Single Gene Mutation, Genetic Association	2	0	NC_000003.12:g.10363426_10363581	NC_000003.12:g.10360124_10371808
chr3	13325511	13325702	PE_1_of_1_in_NM_024923.4_intron_6_0_chr3_13323433_r	NMD_in	NUP210	NUP210, GP210, KIAA0906	chr3	13323432	13325794	NM_024923.4_intron_6_0_chr3_13323433_r	607703	NA	NA	NA	NA	NC_000003.12:g.13325512_13325702	NC_000003.12:g.13323433_13325794
chr3	14444738	14444866	PE_1_of_1_in_NM_003043.6_intron_2_0_chr3_14443864_f	NMD_in	SLC6A6	SLC6A6, TAUT, HTRDC	chr3	14443863	14445716	NM_003043.6_intron_2_0_chr3_14443864_f	186854	Hypotaurinemic retinal degeneration and cardiomyopathy, 145350 (3), Autosomal recessive	NA	NA	NA	NC_000003.12:g.14444739_14444866	NC_000003.12:g.14443864_14445716
